TransactionID,AnomalyScore
1,0.5816452628562464
2,0.2658116611172284
3,0.6725860032043627
4,0.19915013954026117
5,0.7856186341573859
6,0.009706046300189786
7,0.23910677500653377
8,0.4286269710520476
9,0.07941409227954854
10,0.9702278144259916
11,0.16216319076949404
12,0.20127750176949355
13,0.5545249147481306
14,0.4667005159581491
15,0.13819625116525702
16,0.7350877142638111
17,0.9597197888717798
18,0.8745710046006664
19,0.5932228195871071
20,0.629653805908577
21,0.3789694707936768
22,0.5006782575181151
23,0.6170669005978403
24,0.23717234161398515
25,0.8226740704079418
26,0.36450203082446986
27,0.9743933450616692
28,0.4684365004376744
29,0.9848610558399349
30,0.09839784841997079
31,0.8253701733258756
32,0.40715546320275875
33,0.5503448420559394
34,0.9579661183823399
35,0.46464706594734406
36,0.5537314453608296
37,0.5301377801249552
38,0.27312175052900534
39,0.2122715464274323
40,0.787198496375511
41,0.17183848128217216
42,0.23600537523498633
43,0.8825538395085621
44,0.5848010085415103
45,0.3765643556765076
46,0.5958233412426787
47,0.6414788015574767
48,0.1629734644382107
49,0.2862920450060411
50,0.8216862429476288
51,0.73501862544687
52,0.24361186491547204
53,0.3085036481624851
54,0.22085613674884352
55,0.6826458165692938
56,0.06960289153002897
57,0.5811680609668145
58,0.13751065591091116
59,0.5588158066691798
60,0.0025329311762578577
61,0.7809192246570509
62,0.3817950408855857
63,0.07001799497440242
64,0.18557798107994716
65,0.6515798100192027
66,0.7768002946904189
67,0.8314297469332163
68,0.8526981555238694
69,0.09013136206138661
70,0.1242541594814448
71,0.2414676520083442
72,0.8460181679009237
73,0.5307158406588113
74,0.04082112087629686
75,0.8170976741821043
76,0.2854587172599429
77,0.41150023701068483
78,0.577105716757359
79,0.9000467947306966
80,0.02068648620489899
81,0.6325621975645168
82,0.5884074592419757
83,0.6304621512021692
84,0.10235865774581243
85,0.49467447346445226
86,0.6909679609296427
87,0.08345861684229894
88,0.7774785896364651
89,0.9817756165506092
90,0.6919466037815618
91,0.93523093953453
92,0.7400388453263919
93,0.26383579382562616
94,0.6140033715498988
95,0.5806806822477468
96,0.871795749121272
97,0.09405925436688123
98,0.06170356634232266
99,0.44015358276826355
100,0.9273491935175787
101,0.22818875721723442
102,0.5940998131450218
103,0.9074852008224079
104,0.5447527957412132
105,0.7701391542774781
106,0.8942378199848456
107,0.01773524565007134
108,0.13736987469255546
109,0.91839620575746
110,0.30134985921869784
111,0.46561420130987863
112,0.4839022291827144
113,0.9832747035707494
114,0.3968882328980011
115,0.04359985526768717
116,0.8707530861010639
117,0.8893171324192495
118,0.9126253450398017
119,0.21892268757336286
120,0.3755780031007331
121,0.9711633122270226
122,0.5562018228411333
123,0.9260938805827754
124,0.5685621551798186
125,0.2629818404127817
126,0.10469707621248148
127,0.9252999052403427
128,0.1433021700209116
129,0.4954545077427932
130,0.3204109117970513
131,0.882686874233166
132,0.2451792906507162
